id,value
球队,
球队.欧洲,
球队.欧洲.西甲,
球队.欧洲.西甲.巴塞罗那,
球队.欧洲.西甲.皇家马德里,
球队.欧洲.西甲.皇家社会,
球队.欧洲.西甲.塞维利亚,
球队.欧洲.西甲.皇家贝蒂斯,
球队.欧洲.西甲.马德里竞技,
球队.欧洲.西甲.奥萨苏纳,
球队.欧洲.西甲.巴列卡诺,
球队.欧洲.西甲.毕尔巴鄂竞技,
球队.欧洲.西甲.瓦伦西亚,
球队.欧洲.西甲.西班牙人,
球队.欧洲.西甲.马略卡,
球队.欧洲.西甲.比利亚雷亚尔,
球队.欧洲.西甲.埃尔切,
球队.欧洲.西甲.加的斯,
球队.欧洲.西甲.塞尔塔,
球队.欧洲.西甲.格拉纳达,
球队.欧洲.西甲.阿拉维斯,
球队.欧洲.西甲.莱万特,
球队.欧洲.西甲.赫塔菲,
球队.欧洲.英超,
球队.欧洲.英超.切尔西,
球队.欧洲.英超.利物浦,
球队.欧洲.英超.曼城,
球队.欧洲.英超.西汉姆联,
球队.欧洲.英超.布莱顿,
球队.欧洲.英超.热刺,
球队.欧洲.英超.曼联,
球队.欧洲.英超.埃弗顿,
球队.欧洲.英超.莱斯特城,
球队.欧洲.英超.阿森纳,
球队.欧洲.英超.狼队,
球队.欧洲.英超.布伦特福德,
球队.欧洲.英超.阿斯顿维拉,
球队.欧洲.英超.沃特福德,
球队.欧洲.英超.水晶宫,
球队.欧洲.英超.南安普顿,
球队.欧洲.英超.利兹联,
球队.欧洲.英超.伯恩利,
球队.欧洲.英超.纽卡斯尔联,
球队.欧洲.英超.诺维奇,
球队.欧洲.德甲,
球队.欧洲.德甲.拜仁慕尼黑,
球队.欧洲.德甲.多特蒙德,
球队.欧洲.德甲.弗莱堡,
球队.欧洲.德甲.勒沃库森,
球队.欧洲.德甲.柏林联合,
球队.欧洲.德甲.莱比锡,
球队.欧洲.德甲.美因茨,
球队.欧洲.德甲.科隆,
球队.欧洲.德甲.沃尔夫斯堡,
球队.欧洲.德甲.柏林赫塔,
球队.欧洲.德甲.霍芬海姆,
球队.欧洲.德甲.门兴,
球队.欧洲.德甲.斯图加特,
球队.欧洲.德甲.波鸿,
球队.欧洲.德甲.法兰克福,
球队.欧洲.德甲.奥格斯堡,
球队.欧洲.德甲.比勒菲尔德,
球队.欧洲.德甲.菲尔特,
球队.欧洲.意甲,
球队.欧洲.意甲.那不勒斯,
球队.欧洲.意甲.AC米兰,
球队.欧洲.意甲.国际米兰,
球队.欧洲.意甲.罗马,
球队.欧洲.意甲.亚特兰大,
球队.欧洲.意甲.尤文图斯,
球队.欧洲.意甲.佛罗伦萨,
球队.欧洲.意甲.拉齐奥,
球队.欧洲.意甲.博洛尼亚,
球队.欧洲.意甲.恩波利,
球队.欧洲.意甲.维罗纳,
球队.欧洲.意甲.都灵,
球队.欧洲.意甲.萨索洛,
球队.欧洲.意甲.乌迪内斯,
球队.欧洲.意甲.桑普多利亚,
球队.欧洲.意甲.威尼斯,
球队.欧洲.意甲.斯佩齐亚,
球队.欧洲.意甲.热那亚,
球队.欧洲.意甲.卡利亚里,
球队.欧洲.意甲.萨勒尼塔纳,
球队.欧洲.法甲,
球队.欧洲.法甲.巴黎圣日耳曼,
球队.欧洲.法甲.朗斯,
球队.欧洲.法甲.尼斯,
球队.欧洲.法甲.马赛,
球队.欧洲.法甲.雷恩,
球队.欧洲.法甲.昂热,
球队.欧洲.法甲.南特,
球队.欧洲.法甲.摩纳哥,
球队.欧洲.法甲.里昂,
球队.欧洲.法甲.里尔,
球队.欧洲.法甲.洛里昂,
球队.欧洲.法甲.斯特拉斯堡,
球队.欧洲.法甲.蒙皮利埃,
球队.欧洲.法甲.克莱蒙,
球队.欧洲.法甲.特鲁瓦,
球队.欧洲.法甲.兰斯,
球队.欧洲.法甲.波尔多,
球队.欧洲.法甲.布雷斯特,
球队.欧洲.法甲.梅斯,
球队.欧洲.法甲.圣埃蒂安,
球队.亚洲,
球队.亚洲.中超,
球队.亚洲.中超.山东鲁能,
球队.亚洲.中超.广州恒大,
球队.亚洲.中超.深圳,
球队.亚洲.中超.广州城,
球队.亚洲.中超.河南蒿山龙门,
球队.亚洲.中超.重庆两江竞技,
球队.亚洲.中超.沧州雄狮,
球队.亚洲.中超.青岛,
球队.亚洲.中超.长春亚泰,
球队.亚洲.中超.上海海港,
球队.亚洲.中超.北京国安,
球队.亚洲.中超.河北华夏幸福,
球队.亚洲.中超.上海申花,
球队.亚洲.中超.武汉卓尔,
球队.亚洲.中超.天津泰达,
球队.亚洲.中超.大连一方,
球队.亚洲.K联赛,
球队.亚洲.K联赛.全北现代,
球队.亚洲.K联赛.蔚山现代,
球队.亚洲.K联赛.大邱,
球队.亚洲.K联赛.水原,
球队.亚洲.K联赛.水原三星蓝翼,
球队.亚洲.K联赛.济州联,
球队.亚洲.K联赛.浦项铁人,
球队.亚洲.K联赛.仁川联,
球队.亚洲.K联赛.首尔,
球队.亚洲.K联赛.江原,
球队.亚洲.K联赛.城南,
球队.亚洲.K联赛.光州,
球队.亚洲.日职联,
球队.亚洲.日职联.川崎前锋,
球队.亚洲.日职联.横滨水手,
球队.亚洲.日职联.神户胜利船,
球队.亚洲.日职联.名古屋鲸鱼,
球队.亚洲.日职联.浦和红钻,
球队.亚洲.日职联.鹿岛鹿角,
球队.亚洲.日职联.鸟栖沙岩,
球队.亚洲.日职联.福冈黄蜂,
球队.亚洲.日职联.FC东京,
球队.亚洲.日职联.广岛三箭,
球队.亚洲.日职联.北海道札幌冈萨多,
球队.亚洲.日职联.大阪樱花,
球队.亚洲.日职联.大阪钢巴,
球队.亚洲.日职联.柏太阳神,
球队.亚洲.日职联.清水心跳,
球队.亚洲.日职联.湘南比马,
球队.亚洲.日职联.德岛漩涡,
球队.亚洲.日职联.大分三神,
球队.亚洲.日职联.仙台七夕,
球队.亚洲.日职联.横滨FC,